defect_id,product_id,defect_type,year,month,month_no,quarter,defect_date,defect_location,severity_level,severity,inspection_method,repair_cost,High_Severity_Flag,defect_year,defect_month,defect_day
220,29,Functional,2024,May,5,Q2,04-05-2024,Surface,MINOR,Minor,Manual Testing,624.22,0,2024,5,4
221,49,Functional,2024,Nov,11,Q4,06-11-2024,Component,CRITICAL,Critical,Manual Testing,777.18,1,2024,11,6
222,28,Functional,2024,Dec,12,Q4,02-12-2024,Component,CRITICAL,Critical,Automated Testing,842.93,1,2024,12,2
223,87,Cosmetic,2024,Jan,1,Q1,26-01-2024,Surface,CRITICAL,Critical,Manual Testing,974.99,1,2024,1,26
224,51,Functional,2024,Apr,4,Q2,24-04-2024,Component,CRITICAL,Critical,Manual Testing,989.81,1,2024,4,24
225,64,Structural,2024,Apr,4,Q2,23-04-2024,Component,MODERATE,Moderate,Visual Inspection,484.04,0,2024,4,23
226,77,Cosmetic,2024,Apr,4,Q2,06-04-2024,Internal,MINOR,Minor,Automated Testing,38.39,0,2024,4,6
227,23,Functional,2024,Jun,6,Q2,23-06-2024,Surface,MINOR,Minor,Visual Inspection,334.53,0,2024,6,23
228,89,Functional,2024,Apr,4,Q2,02-04-2024,Component,MODERATE,Moderate,Manual Testing,580.74,0,2024,4,2
229,30,Functional,2024,Mar,3,Q1,24-03-2024,Surface,CRITICAL,Critical,Manual Testing,638.28,1,2024,3,24
230,88,Structural,2024,Jan,1,Q1,28-01-2024,Component,MINOR,Minor,Manual Testing,727.86,0,2024,1,28
231,47,Structural,2024,Nov,11,Q4,03-11-2024,Internal,MODERATE,Moderate,Manual Testing,117.74,0,2024,11,3
232,74,Functional,2024,May,5,Q2,25-05-2024,Component,CRITICAL,Critical,Automated Testing,891.94,1,2024,5,25
233,53,Structural,2024,Mar,3,Q1,17-03-2024,Surface,MINOR,Minor,Visual Inspection,440.58,0,2024,3,17
234,39,Structural,2024,Feb,2,Q1,17-02-2024,Internal,MINOR,Minor,Automated Testing,310.96,0,2024,2,17
235,4,Cosmetic,2024,Jan,1,Q1,28-01-2024,Internal,CRITICAL,Critical,Manual Testing,430.74,1,2024,1,28
236,29,Cosmetic,2024,May,5,Q2,05-05-2024,Surface,MINOR,Minor,Automated Testing,47.99,0,2024,5,5
237,31,Cosmetic,2024,Jun,6,Q2,30-06-2024,Component,MODERATE,Moderate,Visual Inspection,728.13,0,2024,6,30
238,75,Structural,2024,Jun,6,Q2,02-06-2024,Component,CRITICAL,Critical,Visual Inspection,890.35,1,2024,6,2
239,88,Functional,2024,Dec,12,Q4,03-12-2024,Surface,MINOR,Minor,Manual Testing,356.55,0,2024,12,3
240,14,Structural,2024,Apr,4,Q2,05-04-2024,Internal,MODERATE,Moderate,Visual Inspection,271.51,0,2024,4,5
241,80,Structural,2024,Mar,3,Q1,19-03-2024,Surface,MINOR,Minor,Manual Testing,288.31,0,2024,3,19
242,13,Functional,2024,Aug,8,Q3,02-08-2024,Component,CRITICAL,Critical,Automated Testing,663.49,1,2024,8,2
243,5,Functional,2024,Jun,6,Q2,18-06-2024,Internal,MODERATE,Moderate,Manual Testing,711.77,0,2024,6,18
244,67,Structural,2024,Apr,4,Q2,06-04-2024,Surface,MODERATE,Moderate,Visual Inspection,822.12,0,2024,4,6
245,35,Cosmetic,2024,May,5,Q2,27-05-2024,Component,CRITICAL,Critical,Visual Inspection,889.52,1,2024,5,27
246,81,Structural,2024,Mar,3,Q1,30-03-2024,Surface,MINOR,Minor,Automated Testing,471.55,0,2024,3,30
247,24,Cosmetic,2024,Apr,4,Q2,22-04-2024,Internal,CRITICAL,Critical,Automated Testing,136.69,1,2024,4,22
248,65,Structural,2024,Mar,3,Q1,27-03-2024,Component,MINOR,Minor,Automated Testing,148.61,0,2024,3,27
249,13,Structural,2024,May,5,Q2,16-05-2024,Surface,MODERATE,Moderate,Manual Testing,768.39,0,2024,5,16
250,65,Cosmetic,2024,Jul,7,Q3,06-07-2024,Component,MODERATE,Moderate,Manual Testing,545.52,0,2024,7,6
251,33,Structural,2024,Jan,1,Q1,29-01-2024,Component,MODERATE,Moderate,Automated Testing,978.58,0,2024,1,29
252,92,Cosmetic,2024,May,5,Q2,16-05-2024,Internal,CRITICAL,Critical,Visual Inspection,62.59,1,2024,5,16
253,25,Functional,2024,Jan,1,Q1,05-01-2024,Component,MINOR,Minor,Automated Testing,146.53,0,2024,1,5
254,33,Functional,2024,Feb,2,Q1,05-02-2024,Surface,MINOR,Minor,Automated Testing,168.3,0,2024,2,5
255,63,Cosmetic,2024,Feb,2,Q1,01-02-2024,Internal,CRITICAL,Critical,Manual Testing,225.2,1,2024,2,1
256,23,Structural,2024,Jun,6,Q2,18-06-2024,Surface,MINOR,Minor,Manual Testing,875.37,0,2024,6,18
257,47,Structural,2024,Mar,3,Q1,06-03-2024,Surface,MINOR,Minor,Manual Testing,772.77,0,2024,3,6
258,78,Structural,2024,Jul,7,Q3,05-07-2024,Component,MINOR,Minor,Automated Testing,617.12,0,2024,7,5
259,74,Functional,2024,Mar,3,Q1,20-03-2024,Surface,MODERATE,Moderate,Manual Testing,900.61,0,2024,3,20
260,70,Structural,2024,Mar,3,Q1,03-03-2024,Surface,MINOR,Minor,Manual Testing,159.25,0,2024,3,3
261,59,Functional,2024,Feb,2,Q1,03-02-2024,Internal,MINOR,Minor,Manual Testing,16.62,0,2024,2,3
262,77,Functional,2024,Feb,2,Q1,25-02-2024,Surface,MINOR,Minor,Automated Testing,906.96,0,2024,2,25
263,96,Functional,2024,Mar,3,Q1,05-03-2024,Internal,MINOR,Minor,Manual Testing,446.61,0,2024,3,5
264,39,Structural,2024,Jan,1,Q1,29-01-2024,Surface,MINOR,Minor,Manual Testing,406.06,0,2024,1,29
265,54,Structural,2024,Aug,8,Q3,06-08-2024,Component,MINOR,Minor,Automated Testing,286.25,0,2024,8,6
266,74,Structural,2024,Jun,6,Q2,22-06-2024,Surface,CRITICAL,Critical,Manual Testing,319.6,1,2024,6,22
267,57,Functional,2024,Apr,4,Q2,06-04-2024,Surface,MODERATE,Moderate,Manual Testing,798.16,0,2024,4,6
268,48,Functional,2024,May,5,Q2,01-05-2024,Component,CRITICAL,Critical,Manual Testing,674.23,1,2024,5,1
269,99,Cosmetic,2024,Sep,9,Q3,03-09-2024,Component,MINOR,Minor,Manual Testing,940.48,0,2024,9,3
270,71,Functional,2024,May,5,Q2,04-05-2024,Internal,CRITICAL,Critical,Visual Inspection,42.63,1,2024,5,4
271,37,Cosmetic,2024,Jun,6,Q2,26-06-2024,Surface,CRITICAL,Critical,Automated Testing,433.02,1,2024,6,26
272,65,Structural,2024,Sep,9,Q3,04-09-2024,Internal,MINOR,Minor,Manual Testing,606.91,0,2024,9,4
273,94,Structural,2024,Jun,6,Q2,15-06-2024,Surface,MODERATE,Moderate,Automated Testing,129.41,0,2024,6,15
274,83,Cosmetic,2024,May,5,Q2,02-05-2024,Surface,CRITICAL,Critical,Manual Testing,444.1,1,2024,5,2
275,71,Functional,2024,May,5,Q2,29-05-2024,Surface,MODERATE,Moderate,Manual Testing,634.26,0,2024,5,29
276,46,Cosmetic,2024,Jan,1,Q1,13-01-2024,Surface,MODERATE,Moderate,Manual Testing,672.89,0,2024,1,13
277,56,Functional,2024,May,5,Q2,22-05-2024,Internal,MINOR,Minor,Visual Inspection,557.67,0,2024,5,22
278,34,Functional,2024,Jun,6,Q2,22-06-2024,Internal,MINOR,Minor,Manual Testing,272.53,0,2024,6,22
279,19,Structural,2024,Feb,2,Q1,17-02-2024,Internal,MINOR,Minor,Visual Inspection,503.24,0,2024,2,17
280,27,Functional,2024,Apr,4,Q2,23-04-2024,Surface,CRITICAL,Critical,Visual Inspection,611.37,1,2024,4,23
281,69,Cosmetic,2024,Jan,1,Q1,24-01-2024,Surface,MINOR,Minor,Visual Inspection,501.54,0,2024,1,24
282,90,Structural,2024,May,5,Q2,20-05-2024,Surface,MINOR,Minor,Manual Testing,290.23,0,2024,5,20
283,63,Cosmetic,2024,Jan,1,Q1,30-01-2024,Internal,MODERATE,Moderate,Manual Testing,195.84,0,2024,1,30
284,86,Structural,2024,Sep,9,Q3,04-09-2024,Internal,MODERATE,Moderate,Visual Inspection,88.05,0,2024,9,4
285,82,Structural,2024,May,5,Q2,17-05-2024,Surface,CRITICAL,Critical,Manual Testing,97.99,1,2024,5,17
286,65,Structural,2024,Jun,6,Q2,19-06-2024,Internal,CRITICAL,Critical,Visual Inspection,349.24,1,2024,6,19
287,14,Structural,2024,Jan,1,Q1,31-01-2024,Internal,CRITICAL,Critical,Manual Testing,421.51,1,2024,1,31
288,48,Structural,2024,May,5,Q2,26-05-2024,Internal,CRITICAL,Critical,Manual Testing,422.77,1,2024,5,26
289,61,Structural,2024,Jul,7,Q3,02-07-2024,Internal,MINOR,Minor,Automated Testing,925.03,0,2024,7,2
290,35,Structural,2024,Feb,2,Q1,27-02-2024,Internal,MINOR,Minor,Automated Testing,319.58,0,2024,2,27
291,67,Functional,2024,Apr,4,Q2,22-04-2024,Surface,MODERATE,Moderate,Automated Testing,556.42,0,2024,4,22
292,16,Structural,2024,Apr,4,Q2,02-04-2024,Surface,MINOR,Minor,Automated Testing,818.54,0,2024,4,2
293,44,Structural,2024,Feb,2,Q1,01-02-2024,Internal,MODERATE,Moderate,Automated Testing,320.62,0,2024,2,1
294,80,Cosmetic,2024,Mar,3,Q1,31-03-2024,Internal,MODERATE,Moderate,Manual Testing,178.82,0,2024,3,31
295,83,Structural,2024,Feb,2,Q1,29-02-2024,Surface,CRITICAL,Critical,Manual Testing,237.65,1,2024,2,29
296,93,Structural,2024,Mar,3,Q1,14-03-2024,Component,MODERATE,Moderate,Manual Testing,658.16,0,2024,3,14
297,43,Structural,2024,Jan,1,Q1,23-01-2024,Surface,MINOR,Minor,Visual Inspection,326.58,0,2024,1,23
298,87,Cosmetic,2024,Feb,2,Q1,14-02-2024,Surface,MINOR,Minor,Manual Testing,301.61,0,2024,2,14
299,56,Cosmetic,2024,May,5,Q2,26-05-2024,Surface,MINOR,Minor,Visual Inspection,357.56,0,2024,5,26
300,3,Functional,2024,Apr,4,Q2,26-04-2024,Internal,CRITICAL,Critical,Manual Testing,358.21,1,2024,4,26
301,22,Structural,2024,Mar,3,Q1,05-03-2024,Surface,MODERATE,Moderate,Manual Testing,89.91,0,2024,3,5
302,85,Cosmetic,2024,Jun,6,Q2,05-06-2024,Internal,MINOR,Minor,Automated Testing,18.42,0,2024,6,5
303,80,Functional,2024,Apr,4,Q2,25-04-2024,Component,MODERATE,Moderate,Visual Inspection,294.31,0,2024,4,25
304,17,Functional,2024,Apr,4,Q2,24-04-2024,Internal,MINOR,Minor,Visual Inspection,865.96,0,2024,4,24
305,35,Cosmetic,2024,Dec,12,Q4,06-12-2024,Component,MINOR,Minor,Visual Inspection,578.28,0,2024,12,6
306,39,Structural,2024,Feb,2,Q1,13-02-2024,Surface,CRITICAL,Critical,Visual Inspection,495.87,1,2024,2,13
307,30,Functional,2024,Jun,6,Q2,19-06-2024,Component,MINOR,Minor,Visual Inspection,728.39,0,2024,6,19
308,47,Cosmetic,2024,Aug,8,Q3,01-08-2024,Component,MINOR,Minor,Manual Testing,949.72,0,2024,8,1
309,24,Structural,2024,Mar,3,Q1,23-03-2024,Component,MODERATE,Moderate,Manual Testing,56.12,0,2024,3,23
310,76,Structural,2024,May,5,Q2,26-05-2024,Component,MODERATE,Moderate,Automated Testing,56.35,0,2024,5,26
311,38,Structural,2024,Aug,8,Q3,04-08-2024,Internal,MINOR,Minor,Manual Testing,651.35,0,2024,8,4
312,47,Cosmetic,2024,Feb,2,Q1,23-02-2024,Component,MINOR,Minor,Manual Testing,471.27,0,2024,2,23
313,82,Cosmetic,2024,May,5,Q2,29-05-2024,Surface,MODERATE,Moderate,Visual Inspection,732.6,0,2024,5,29
314,36,Cosmetic,2024,Feb,2,Q1,19-02-2024,Component,MINOR,Minor,Automated Testing,865.3,0,2024,2,19
315,40,Functional,2024,Jan,1,Q1,15-01-2024,Internal,MINOR,Minor,Automated Testing,49.2,0,2024,1,15
316,28,Cosmetic,2024,Sep,9,Q3,06-09-2024,Surface,CRITICAL,Critical,Manual Testing,567.72,1,2024,9,6
317,31,Cosmetic,2024,Sep,9,Q3,01-09-2024,Surface,MODERATE,Moderate,Visual Inspection,490.53,0,2024,9,1
318,34,Functional,2024,Mar,3,Q1,03-03-2024,Component,MINOR,Minor,Manual Testing,11.38,0,2024,3,3
319,56,Functional,2024,Feb,2,Q1,23-02-2024,Component,MODERATE,Moderate,Visual Inspection,409.72,0,2024,2,23
320,45,Functional,2024,May,5,Q2,01-05-2024,Component,MINOR,Minor,Visual Inspection,515.07,0,2024,5,1
321,32,Structural,2024,Jun,6,Q2,06-06-2024,Component,MODERATE,Moderate,Visual Inspection,42.44,0,2024,6,6
322,54,Functional,2024,May,5,Q2,30-05-2024,Internal,CRITICAL,Critical,Automated Testing,883.58,1,2024,5,30
323,44,Structural,2024,Aug,8,Q3,06-08-2024,Internal,MINOR,Minor,Automated Testing,624.98,0,2024,8,6
324,97,Functional,2024,Jun,6,Q2,04-06-2024,Component,MINOR,Minor,Manual Testing,195.74,0,2024,6,4
325,15,Functional,2024,Apr,4,Q2,15-04-2024,Internal,MODERATE,Moderate,Manual Testing,241.22,0,2024,4,15
326,97,Cosmetic,2024,Apr,4,Q2,29-04-2024,Component,MINOR,Minor,Manual Testing,441.18,0,2024,4,29
327,17,Structural,2024,Jan,1,Q1,04-01-2024,Component,CRITICAL,Critical,Manual Testing,274.09,1,2024,1,4
328,91,Functional,2024,Aug,8,Q3,06-08-2024,Surface,MODERATE,Moderate,Visual Inspection,268.52,0,2024,8,6
329,92,Structural,2024,Feb,2,Q1,01-02-2024,Component,CRITICAL,Critical,Automated Testing,170.44,1,2024,2,1
330,72,Functional,2024,Jan,1,Q1,03-01-2024,Component,MODERATE,Moderate,Automated Testing,386.43,0,2024,1,3
331,74,Functional,2024,Jan,1,Q1,03-01-2024,Surface,MINOR,Minor,Manual Testing,970.98,0,2024,1,3
332,7,Functional,2024,May,5,Q2,16-05-2024,Component,MINOR,Minor,Automated Testing,751.73,0,2024,5,16
333,24,Functional,2024,Apr,4,Q2,22-04-2024,Component,MINOR,Minor,Automated Testing,285.85,0,2024,4,22
334,10,Structural,2024,Mar,3,Q1,15-03-2024,Internal,CRITICAL,Critical,Manual Testing,478.75,1,2024,3,15
335,26,Cosmetic,2024,Feb,2,Q1,29-02-2024,Surface,MINOR,Minor,Automated Testing,884.79,0,2024,2,29
336,92,Cosmetic,2024,Apr,4,Q2,13-04-2024,Surface,MODERATE,Moderate,Automated Testing,44.73,0,2024,4,13
337,68,Cosmetic,2024,May,5,Q2,24-05-2024,Component,MINOR,Minor,Automated Testing,952.79,0,2024,5,24
338,31,Cosmetic,2024,Mar,3,Q1,01-03-2024,Component,MODERATE,Moderate,Manual Testing,959.59,0,2024,3,1
339,41,Structural,2024,Feb,2,Q1,15-02-2024,Component,MODERATE,Moderate,Visual Inspection,312.25,0,2024,2,15
340,95,Cosmetic,2024,Jun,6,Q2,23-06-2024,Component,MINOR,Minor,Visual Inspection,658.47,0,2024,6,23
341,17,Functional,2024,Mar,3,Q1,05-03-2024,Surface,MINOR,Minor,Manual Testing,243.25,0,2024,3,5
342,4,Cosmetic,2024,May,5,Q2,24-05-2024,Internal,MODERATE,Moderate,Automated Testing,199.65,0,2024,5,24
343,96,Functional,2024,Jan,1,Q1,30-01-2024,Component,MINOR,Minor,Visual Inspection,471.43,0,2024,1,30
344,81,Functional,2024,Jun,6,Q2,02-06-2024,Component,MODERATE,Moderate,Visual Inspection,756.85,0,2024,6,2
345,61,Structural,2024,May,5,Q2,31-05-2024,Internal,CRITICAL,Critical,Visual Inspection,369.06,1,2024,5,31
346,97,Cosmetic,2024,Jun,6,Q2,14-06-2024,Surface,MINOR,Minor,Manual Testing,326.19,0,2024,6,14
347,90,Functional,2024,May,5,Q2,19-05-2024,Component,MINOR,Minor,Visual Inspection,22.07,0,2024,5,19
348,29,Cosmetic,2024,Apr,4,Q2,18-04-2024,Component,CRITICAL,Critical,Visual Inspection,825.33,1,2024,4,18
349,45,Cosmetic,2024,Jan,1,Q1,20-01-2024,Surface,MINOR,Minor,Automated Testing,697.77,0,2024,1,20
350,33,Structural,2024,May,5,Q2,18-05-2024,Component,MODERATE,Moderate,Visual Inspection,417.1,0,2024,5,18
351,44,Cosmetic,2024,Jul,7,Q3,06-07-2024,Surface,MINOR,Minor,Visual Inspection,74.81,0,2024,7,6
352,30,Functional,2024,Feb,2,Q1,24-02-2024,Surface,MINOR,Minor,Visual Inspection,104.54,0,2024,2,24
353,29,Functional,2024,Jun,6,Q2,14-06-2024,Component,CRITICAL,Critical,Manual Testing,480.07,1,2024,6,14
354,26,Structural,2024,Mar,3,Q1,13-03-2024,Surface,MINOR,Minor,Manual Testing,842.37,0,2024,3,13
355,18,Cosmetic,2024,Dec,12,Q4,03-12-2024,Internal,CRITICAL,Critical,Manual Testing,422.03,1,2024,12,3
356,9,Functional,2024,Mar,3,Q1,02-03-2024,Internal,CRITICAL,Critical,Visual Inspection,161.41,1,2024,3,2
357,50,Cosmetic,2024,Aug,8,Q3,02-08-2024,Component,CRITICAL,Critical,Visual Inspection,361.26,1,2024,8,2
358,71,Cosmetic,2024,May,5,Q2,17-05-2024,Surface,CRITICAL,Critical,Automated Testing,999.25,1,2024,5,17
359,27,Functional,2024,Feb,2,Q1,17-02-2024,Internal,CRITICAL,Critical,Automated Testing,495.53,1,2024,2,17
360,82,Functional,2024,Feb,2,Q1,06-02-2024,Internal,MODERATE,Moderate,Visual Inspection,40.89,0,2024,2,6
361,19,Functional,2024,Jul,7,Q3,06-07-2024,Component,MODERATE,Moderate,Manual Testing,444.31,0,2024,7,6
362,45,Structural,2024,Jun,6,Q2,20-06-2024,Surface,MINOR,Minor,Manual Testing,739.69,0,2024,6,20
363,12,Structural,2024,Jun,6,Q2,20-06-2024,Internal,MINOR,Minor,Visual Inspection,577.64,0,2024,6,20
364,54,Functional,2024,Mar,3,Q1,21-03-2024,Component,MINOR,Minor,Visual Inspection,230.65,0,2024,3,21
365,40,Structural,2024,Oct,10,Q4,04-10-2024,Component,MINOR,Minor,Manual Testing,692.1,0,2024,10,4
366,95,Functional,2024,Apr,4,Q2,04-04-2024,Internal,CRITICAL,Critical,Visual Inspection,378.29,1,2024,4,4
367,21,Functional,2024,Jan,1,Q1,23-01-2024,Internal,MODERATE,Moderate,Visual Inspection,584.9,0,2024,1,23
368,35,Functional,2024,Jan,1,Q1,03-01-2024,Internal,MODERATE,Moderate,Visual Inspection,39.01,0,2024,1,3
369,47,Functional,2024,Jan,1,Q1,26-01-2024,Internal,CRITICAL,Critical,Visual Inspection,899.07,1,2024,1,26
370,93,Structural,2024,Jan,1,Q1,27-01-2024,Internal,MINOR,Minor,Visual Inspection,96.04,0,2024,1,27
371,74,Structural,2024,Feb,2,Q1,01-02-2024,Internal,MODERATE,Moderate,Visual Inspection,269.99,0,2024,2,1
372,76,Cosmetic,2024,May,5,Q2,14-05-2024,Surface,MINOR,Minor,Visual Inspection,996.49,0,2024,5,14
373,92,Functional,2024,Nov,11,Q4,01-11-2024,Surface,MODERATE,Moderate,Manual Testing,573.22,0,2024,11,1
374,5,Structural,2024,Jun,6,Q2,13-06-2024,Internal,MODERATE,Moderate,Visual Inspection,694.03,0,2024,6,13
375,48,Functional,2024,Oct,10,Q4,05-10-2024,Internal,MINOR,Minor,Visual Inspection,963.03,0,2024,10,5
376,54,Functional,2024,Oct,10,Q4,01-10-2024,Component,MODERATE,Moderate,Manual Testing,118.46,0,2024,10,1
377,97,Structural,2024,Jan,1,Q1,16-01-2024,Component,MODERATE,Moderate,Automated Testing,773.47,0,2024,1,16
378,41,Structural,2024,Dec,12,Q4,06-12-2024,Surface,MINOR,Minor,Visual Inspection,180.86,0,2024,12,6
379,34,Cosmetic,2024,May,5,Q2,04-05-2024,Surface,MINOR,Minor,Manual Testing,18.61,0,2024,5,4
380,25,Cosmetic,2024,Oct,10,Q4,04-10-2024,Component,CRITICAL,Critical,Manual Testing,176.96,1,2024,10,4
381,27,Cosmetic,2024,Jul,7,Q3,01-07-2024,Surface,MODERATE,Moderate,Visual Inspection,32.44,0,2024,7,1
382,74,Cosmetic,2024,Dec,12,Q4,02-12-2024,Component,MINOR,Minor,Manual Testing,351.27,0,2024,12,2
383,51,Functional,2024,May,5,Q2,01-05-2024,Component,CRITICAL,Critical,Visual Inspection,303.16,1,2024,5,1
384,98,Cosmetic,2024,May,5,Q2,05-05-2024,Internal,CRITICAL,Critical,Automated Testing,404.15,1,2024,5,5
385,83,Structural,2024,Oct,10,Q4,01-10-2024,Internal,MODERATE,Moderate,Automated Testing,800.76,0,2024,10,1
386,60,Structural,2024,Jan,1,Q1,29-01-2024,Surface,MODERATE,Moderate,Visual Inspection,321.45,0,2024,1,29
387,84,Functional,2024,Feb,2,Q1,14-02-2024,Surface,CRITICAL,Critical,Manual Testing,510.38,1,2024,2,14
388,32,Structural,2024,Feb,2,Q1,17-02-2024,Internal,MINOR,Minor,Automated Testing,883.92,0,2024,2,17
389,49,Structural,2024,Apr,4,Q2,16-04-2024,Internal,MINOR,Minor,Automated Testing,918.87,0,2024,4,16
390,1,Structural,2024,May,5,Q2,19-05-2024,Surface,CRITICAL,Critical,Automated Testing,564.46,1,2024,5,19
391,7,Functional,2024,Mar,3,Q1,06-03-2024,Internal,MINOR,Minor,Visual Inspection,889.4,0,2024,3,6
392,81,Functional,2024,Feb,2,Q1,25-02-2024,Component,CRITICAL,Critical,Automated Testing,197.87,1,2024,2,25
393,24,Cosmetic,2024,Sep,9,Q3,06-09-2024,Surface,CRITICAL,Critical,Visual Inspection,786.6,1,2024,9,6
394,37,Functional,2024,Apr,4,Q2,05-04-2024,Internal,MODERATE,Moderate,Manual Testing,740.36,0,2024,4,5
395,81,Functional,2024,May,5,Q2,03-05-2024,Surface,CRITICAL,Critical,Automated Testing,667.24,1,2024,5,3
396,84,Cosmetic,2024,Sep,9,Q3,01-09-2024,Surface,CRITICAL,Critical,Visual Inspection,77.72,1,2024,9,1
397,79,Functional,2024,Apr,4,Q2,16-04-2024,Surface,MODERATE,Moderate,Visual Inspection,106.59,0,2024,4,16
398,3,Structural,2024,Feb,2,Q1,20-02-2024,Surface,MINOR,Minor,Manual Testing,529.16,0,2024,2,20
399,50,Functional,2024,Jul,7,Q3,04-07-2024,Surface,CRITICAL,Critical,Manual Testing,94.34,1,2024,7,4
400,44,Cosmetic,2024,Dec,12,Q4,04-12-2024,Component,MODERATE,Moderate,Manual Testing,97.53,0,2024,12,4
401,34,Functional,2024,Apr,4,Q2,19-04-2024,Internal,CRITICAL,Critical,Automated Testing,500.88,1,2024,4,19
402,41,Functional,2024,Feb,2,Q1,23-02-2024,Internal,MINOR,Minor,Manual Testing,477.42,0,2024,2,23
403,6,Cosmetic,2024,Sep,9,Q3,05-09-2024,Surface,MINOR,Minor,Manual Testing,810.57,0,2024,9,5
404,47,Structural,2024,Jan,1,Q1,05-01-2024,Surface,MINOR,Minor,Automated Testing,945.16,0,2024,1,5
405,4,Functional,2024,Mar,3,Q1,24-03-2024,Internal,MINOR,Minor,Visual Inspection,325.31,0,2024,3,24
406,39,Functional,2024,Nov,11,Q4,04-11-2024,Component,MODERATE,Moderate,Visual Inspection,810.44,0,2024,11,4
407,10,Functional,2024,May,5,Q2,30-05-2024,Internal,CRITICAL,Critical,Visual Inspection,623.76,1,2024,5,30
408,45,Structural,2024,Jun,6,Q2,24-06-2024,Internal,MINOR,Minor,Visual Inspection,375.28,0,2024,6,24
409,46,Functional,2024,May,5,Q2,03-05-2024,Surface,MINOR,Minor,Automated Testing,474.48,0,2024,5,3
410,5,Cosmetic,2024,Mar,3,Q1,13-03-2024,Surface,MODERATE,Moderate,Visual Inspection,636.39,0,2024,3,13
411,86,Functional,2024,Feb,2,Q1,28-02-2024,Component,MINOR,Minor,Visual Inspection,957.36,0,2024,2,28
412,97,Functional,2024,Feb,2,Q1,02-02-2024,Internal,MINOR,Minor,Automated Testing,66.98,0,2024,2,2
413,20,Structural,2024,May,5,Q2,04-05-2024,Internal,MINOR,Minor,Visual Inspection,608.64,0,2024,5,4
414,36,Structural,2024,Apr,4,Q2,02-04-2024,Component,MODERATE,Moderate,Automated Testing,75.93,0,2024,4,2
415,7,Structural,2024,Dec,12,Q4,06-12-2024,Component,CRITICAL,Critical,Automated Testing,477.58,1,2024,12,6
416,53,Cosmetic,2024,May,5,Q2,17-05-2024,Component,MODERATE,Moderate,Automated Testing,252.11,0,2024,5,17
417,37,Cosmetic,2024,Apr,4,Q2,16-04-2024,Component,CRITICAL,Critical,Visual Inspection,987.71,1,2024,4,16
418,81,Functional,2024,Mar,3,Q1,23-03-2024,Internal,MODERATE,Moderate,Manual Testing,464.04,0,2024,3,23
419,61,Functional,2024,Feb,2,Q1,13-02-2024,Component,MINOR,Minor,Visual Inspection,694.29,0,2024,2,13
420,56,Structural,2024,Apr,4,Q2,20-04-2024,Surface,CRITICAL,Critical,Automated Testing,829.49,1,2024,4,20
421,79,Functional,2024,Sep,9,Q3,01-09-2024,Internal,MINOR,Minor,Visual Inspection,466.04,0,2024,9,1
422,12,Functional,2024,Nov,11,Q4,04-11-2024,Internal,MODERATE,Moderate,Manual Testing,101.05,0,2024,11,4
423,66,Cosmetic,2024,Apr,4,Q2,01-04-2024,Internal,CRITICAL,Critical,Automated Testing,748.29,1,2024,4,1
424,27,Structural,2024,Mar,3,Q1,27-03-2024,Component,MODERATE,Moderate,Visual Inspection,438.54,0,2024,3,27
425,88,Functional,2024,Feb,2,Q1,25-02-2024,Component,MODERATE,Moderate,Visual Inspection,834.57,0,2024,2,25
426,62,Functional,2024,May,5,Q2,23-05-2024,Internal,CRITICAL,Critical,Manual Testing,655.02,1,2024,5,23
427,10,Structural,2024,Mar,3,Q1,22-03-2024,Surface,CRITICAL,Critical,Manual Testing,342.61,1,2024,3,22
428,61,Structural,2024,Mar,3,Q1,26-03-2024,Internal,CRITICAL,Critical,Visual Inspection,539.5,1,2024,3,26
429,15,Functional,2024,Jun,6,Q2,19-06-2024,Component,MODERATE,Moderate,Visual Inspection,487.41,0,2024,6,19
430,72,Structural,2024,Jun,6,Q2,27-06-2024,Surface,MINOR,Minor,Automated Testing,212.86,0,2024,6,27
431,77,Functional,2024,May,5,Q2,13-05-2024,Surface,CRITICAL,Critical,Visual Inspection,873.59,1,2024,5,13
432,56,Cosmetic,2024,Feb,2,Q1,25-02-2024,Surface,MODERATE,Moderate,Automated Testing,389.21,0,2024,2,25
433,18,Cosmetic,2024,Mar,3,Q1,05-03-2024,Component,MINOR,Minor,Automated Testing,34.48,0,2024,3,5
434,42,Functional,2024,Dec,12,Q4,05-12-2024,Surface,MINOR,Minor,Manual Testing,235.97,0,2024,12,5
435,41,Structural,2024,Aug,8,Q3,04-08-2024,Surface,MODERATE,Moderate,Visual Inspection,575.15,0,2024,8,4
436,44,Structural,2024,Jun,6,Q2,18-06-2024,Surface,MINOR,Minor,Visual Inspection,182.54,0,2024,6,18
437,82,Cosmetic,2024,Jun,6,Q2,05-06-2024,Component,MINOR,Minor,Automated Testing,752.8,0,2024,6,5
438,39,Functional,2024,Dec,12,Q4,01-12-2024,Component,CRITICAL,Critical,Visual Inspection,214.33,1,2024,12,1
439,63,Functional,2024,Mar,3,Q1,13-03-2024,Surface,MODERATE,Moderate,Visual Inspection,716.26,0,2024,3,13
440,78,Structural,2024,Mar,3,Q1,03-03-2024,Surface,CRITICAL,Critical,Visual Inspection,608.46,1,2024,3,3
441,92,Structural,2024,Jun,6,Q2,18-06-2024,Internal,MODERATE,Moderate,Automated Testing,255.47,0,2024,6,18
